geometry,POI,address,node,nearest_sap,destination,sap_name,routes,walking_distance,WT,service_frequency,AWT,TAT,EDF,weighing_factor,bus_ptal,pop_density_per_sq_km,ZONE_NAME,WARD_NO,index_right,metro_ptal,accessibility_index,population_density,pop_density_cat,accessibility_cat,bivariate_cat
"POLYGON ((75.79026255920458 26.95068428353317, 75.79074038600109 26.94602018333658, 75.7957773362429 26.944109583805854, 75.80033686636115 26.946862742316586, 75.79985971016521 26.95152688473033, 75.7948223532373 26.953437826448294, 75.79026255920458 26.95068428353317))",POINT (75.79529986075377 26.94877368435369),,4733959435,POINT (579215.8560142794 2980695.8495910326),4744548109.0,SHASTRI NAGAR,9A,540.0,8.999999982,15.0,11.5,20.499999982,1.463414635431291,0.5,0.7317073177156455,26752.89285643967,CIVIL LINES,15.0,123,0.446317878296934,1.1780251960125794,21472.84309253016,B,3,3B
"POLYGON ((75.80558117296846 26.8955747563377, 75.80605752742818 26.89091381142853, 75.81108976397213 26.889004210207997, 75.81564605175026 26.891755211753015, 75.81517036682226 26.89641619864819, 75.81013772457133 26.89832614204444, 75.80558117296846 26.8955747563377))",POINT (75.8106137601551 26.89366515530111),,3783076378,POINT (580349.589445179 2975084.2969962656),8069006801.0,RAMBAGH,"AC1,AC2,3,3A,11,6A,7,AC7,9A,16,23,27A,28,32,34,14",284.0,4.733333323866667,26.0,17.0,21.733333323866667,1.3803680987607738,0.5,0.6901840493803869,4349.745063944651,MALVIYA NAGAR,44.0,516,0.4039497314210521,1.094133780801439,4349.745063944651,A,3,3A
"POLYGON ((75.74491180711158 26.967875358363262, 75.74539295458739 26.963210252778303, 75.75043288013201 26.96130071926699, 75.75499206600173 26.964055949607214, 75.75451158936708 26.968721098191303, 75.74947125600822 26.970630973468133, 75.74491180711158 26.967875358363262))",POINT (75.74995208439991 26.965965825640012),,8642105332,POINT (574880.0556134811 2983158.85651114),4725277418.0,DADI KA PHATAK,9A,1029.0,17.149999965699998,120.0,64.0,81.1499999657,0.3696857672542233,0.5,0.1848428836271116,4349.745063944651,,,63,0.2069679203634944,0.3918108039906059,4349.745063944651,A,1,1A
"POLYGON ((75.83472101254229 26.79943145093127, 75.83519463355658 26.79477603182792, 75.84021856716573 26.792868104234255, 75.8447692837026 26.795615253598907, 75.84429633036449 26.800270714244036, 75.83927199280042 26.80217898401481, 75.83472101254229 26.79943145093127))",POINT (75.83974529562404 26.797523523208053),,4805526519,POINT (583507.229814946 2964580.8345124293),4805541837.0,DWARKA PURI,3,364.0,6.066666654533333,11.0,9.5,15.566666654533332,1.927194862315844,0.5,0.9635974311579218,3336.9779937530966,BAGRU ANSIK,33.0,372,0.1185536457542112,1.082151076912133,3336.9779937530966,A,3,3A
"POLYGON ((75.78474664673884 26.957259355093882, 75.78522490938768 26.952594876797047, 75.79026255920458 26.95068428353317, 75.7948223532373 26.953437826448294, 75.79434476130827 26.958102347054382, 75.78930670461354 26.960013282468218, 75.78474664673884 26.957259355093882))",POINT (75.78978464796334 26.955348762236166),,8078712649,POINT (578514.1500891678 2982052.2377924677),2392800545.0,VIDHYADHAR NAGAR,9A,538.0,8.966666648733334,8.0,8.0,16.966666648733334,1.7681728898846307,1.0,1.7681728898846307,4349.745063944651,,,295,0.33619723632373,2.104370126208361,4349.745063944651,A,3,3A
"POLYGON ((75.69836752013197 26.949642968127456, 75.69885181750047 26.94497887819248, 75.70389209034957 26.943071423459045, 75.70844847435039 26.945827717472074, 75.7079648473486 26.950491851231902, 75.70292416596581 26.952399647185928, 75.69836752013197 26.949642968127456))",POINT (75.70340814479408 26.947735514615758),,3784365603,POINT (571640.7064031751 2980845.936631821),3956216415.0,RAVAN GATE,24,3559.0,59.31666654803333,20.0,14.0,73.31666654803334,0.4091839060951514,0.5,0.2045919530475757,2634.526421058386,JHOTWARA ANSIK,12.0,218,0.2107234843593661,0.4153154374069418,2634.526421058386,A,1,1A
"POLYGON ((75.74372142558899 26.932470598823507, 75.74420240252087 26.927807510979914, 75.74923970703121 26.92589898853277, 75.75379644200352 26.92865321231778, 75.75331613520069 26.9333163432042, 75.74827842328318 26.935225207294874, 75.74372142558899 26.932470598823507))",POINT (75.74875908147753 26.930562077160964),,8642259093,POINT (574512.7276579122 2978962.550381129),3783171763.0,JASWANT NAGAR,14,241.0,4.0166666586333335,8.0,8.0,12.016666658633332,2.496532595288944,1.0,2.496532595288944,12623.856464904877,VIDHYADHAR NAGAR,10.0,186,0.3043110741010755,2.8008436693900194,12623.856464904877,B,3,3B
"POLYGON ((75.73871600817246 26.840319887844796, 75.73919667577049 26.835662065283127, 75.74422723639186 26.83375624392179, 75.74877753579011 26.83650790385003, 75.74829753646713 26.84116576960124, 75.74326656945757 26.8430719322667, 75.73871600817246 26.840319887844796))",POINT (75.74374691923337 26.838414067277295),,8637316135,POINT (574322.9174512353 2969239.9680055985),9798312119.0,PATRAKAR COLONY,23,1111.0,18.51666662963333,35.0,21.5,40.016666629633335,0.7496876308478991,0.5,0.3748438154239495,4349.745063944651,,,359,0.2107234843593661,0.5855672997833157,4349.745063944651,A,1,1A
"POLYGON ((75.85511771615586 26.836453336484865, 75.85559016346355 26.83179580831143, 75.86061611691593 26.829886169174152, 75.8651700270369 26.83263371573619, 75.864698248189 26.837291285070535, 75.8596718907475 26.839201266713975, 75.85511771615586 26.836453336484865))",POINT (75.86014401935225 26.834543697039976),,4727366556,POINT (586225.4798803068 2968562.308177342),4750678132.0,KUNDAN PURA,AC7,1266.0,21.0999999578,20.0,14.0,35.099999957799994,0.8547008557284439,0.5,0.4273504278642219,2161.559325661986,BAGRU ANSIK,34.0,146,0.1246278476410965,0.5519782755053184,2161.559325661986,A,1,1A
"POLYGON ((75.84802306287519 26.90634830527204, 75.8484965036257 26.90168677271293, 75.8535279715878 26.89977544042901, 75.85808640376385 26.902525298084388, 75.85761363285498 26.907186871880644, 75.85258175991547 26.909098546816477, 75.84802306287519 26.90634830527204))",POINT (75.85305488135272 26.90443697277498),,8605860386,POINT (583834.8912905324 2976133.991026005),6728974090.0,T.P. NAGAR,"3,1A,14,32",914.0,15.233333302866669,10.0,9.0,24.23333330286667,1.237964238145116,0.5,0.618982119072558,2977.263986041662,ADARSH NAGAR,49.0,122,0.3903708530091616,1.0093529720817196,2977.263986041662,A,3,3A
"POLYGON ((75.73727360165627 26.854294957698993, 75.7377544711294 26.849636334092327, 75.74278613513937 26.847730177015208, 75.74733733624987 26.850482302244036, 75.7468571353275 26.855140969056425, 75.74182506473058 26.857047467466305, 75.73727360165627 26.854294957698993))",POINT (75.74230561626027 26.852388801435097),,3789953594,POINT (574677.6677965648 2969687.677473624),3779215693.0,BABA PARADISE,23,1488.0,24.7999999504,8.0,8.0,32.7999999504,0.9146341477245687,1.0,0.9146341477245687,4127.213848731749,SANGANER,29.0,156,0.2107234843593661,1.125357632083935,4127.213848731749,A,3,3A
"POLYGON ((75.76314987309193 26.884789159691078, 75.7636291392698 26.88012880585438, 75.76866213833686 26.87822093568175, 75.77321627764744 26.880973077679176, 75.77273768068935 26.88563347425015, 75.76770427518768 26.887541686121484, 75.76314987309193 26.884789159691078))",POINT (75.76818322292759 26.882881290099427),,3792332015,POINT (575994.2645641491 2973391.7300204397),8093006069.0,GUJAR KI THADI,"7,32,23",921.0,15.3499999693,16.0,12.0,27.3499999693,1.0968921401709173,0.5,0.5484460700854586,10838.853416214664,CIVIL LINES,23.0,132,1.2311901521327344,1.7796362222181932,10838.853416214664,B,3,3B
"POLYGON ((75.81108976397213 26.889004210207997, 75.81156568366433 26.8843436443801, 75.81659722173502 26.882434038171006, 75.8211532456163 26.885184655609226, 75.82067799533677 26.889845263331253, 75.81564605175026 26.891755211753015, 75.81108976397213 26.889004210207997))",POINT (75.8161216525856 26.88709460412809),,3083804034,POINT (580616.8578993992 2973936.3395617157),11209571866.0,GANDHI CIRCLE,AC7,819.0,13.6499999727,11.0,9.5,23.1499999727,1.2958963298219424,0.5,0.6479481649109712,8516.206158603505,MALVIYA NAGAR,46.0,470,0.3328402372929869,0.980788402203958,8516.206158603505,B,3,3B
"POLYGON ((75.77106851284144 26.948997117434086, 75.77154768072285 26.94433310217691, 75.77658521608609 26.942423199402864, 75.78114399060924 26.945176969936856, 75.78066549325085 26.949841027747947, 75.77562755083305 26.951751272503216, 75.77106851284144 26.948997117434086))",POINT (75.77610639960261 26.947087215192376),,3783196847,POINT (576767.4347353608 2980692.375529826),4727348621.0,BHAWANI NIKETAN,"1,1A,15",426.0,7.099999985799999,15.0,11.5,18.5999999858,1.612903227037808,0.5,0.8064516135189039,4349.745063944651,,,76,0.3622459253878535,1.168697538906757,4349.745063944651,A,3,3A
"POLYGON ((75.84145722034795 26.82820909474869, 75.84193057089459 26.82355202954813, 75.84695641377716 26.821643078590927, 75.85150931026618 26.824390850528285, 75.85103662798475 26.829047957133735, 75.84601038093618 26.830957250428984, 75.84145722034795 26.82820909474869))",POINT (75.84648341296563 26.82630014360964),,3963129177,POINT (584489.0246132753 2968483.0956424894),7053529838.0,CBI PHATAK,AC1,1385.0,23.083333287166667,11.0,9.5,32.58333328716667,0.9207161138365132,0.5,0.4603580569182566,2161.559325661986,BAGRU ANSIK,34.0,217,0.1426646590681653,0.6030227159864219,2161.559325661986,A,1,1A
"POLYGON ((75.83131293652559 26.97546342685998, 75.83178804503065 26.970797940349467, 75.8368253338506 26.968885268407952, 75.8413879203065 26.97163774031604, 75.840913482991 26.976303268308882, 75.83587578801698 26.97821628294344, 75.83131293652559 26.97546342685998))",POINT (75.83635057668076 26.97355075489091),,543077317,POINT (583987.9479188153 2982647.1976890415),8559119002.0,KANAK GHATI,AC1,4172.0,69.53333319426666,8.0,8.0,77.53333319426666,0.3869303532305561,1.0,0.3869303532305561,2659.749587464012,AMER ANSIK,77.0,400,0.2140563685806286,0.6009867218111846,2659.749587464012,A,1,1A
"POLYGON ((75.85919967852986 26.843859216332227, 75.8596718907475 26.839201266713975, 75.864698248189 26.837291285070535, 75.86925279739582 26.84003891050546, 75.86878125379481 26.844696901208305, 75.86375449235747 26.846607225423693, 75.85919967852986 26.843859216332227))",POINT (75.86422638576963 26.84194923434552),,8622092725,POINT (586225.4798803068 2968562.308177342),4750678132.0,KUNDAN PURA,AC7,1504.0,25.066666616533333,20.0,14.0,39.06666661653333,0.7679180897226526,0.5,0.3839590448613263,2161.559325661986,BAGRU ANSIK,34.0,333,0.1359619309214802,0.5199209757828065,2161.559325661986,A,1,1A
"POLYGON ((75.88214600656129 26.951665915735376, 75.88261736195689 26.947001820716043, 75.8876509644875 26.945088083834776, 75.89221361644258 26.94783809885621, 75.89174293187092 26.952502234484836, 75.8867089245074 26.954416314514855, 75.88214600656129 26.951665915735376))",POINT (75.88717995988827 26.94975217833602),,8621736846,POINT (587235.9893935048 2981263.236543042),1007350438.0,JAISINGHPURA KHOR,34,863.0,14.383333304566666,20.0,14.0,28.383333304566666,1.056958309937939,0.5,0.5284791549689695,3711.075770218748,HAWA MAHAL,76.0,522,0.211342022237538,0.7398211772065075,3711.075770218748,A,2,2A
"POLYGON ((75.81517036682226 26.89641619864819, 75.81564605175026 26.891755211753015, 75.82067799533677 26.889845263331253, 75.82523465950518 26.89259595955833, 75.82475964414722 26.897256988271398, 75.81972729503777 26.89916727897157, 75.81517036682226 26.89641619864819))",POINT (75.82020266100612 26.89450625031999),,321196360,POINT (581149.0256627614 2975510.129718635),321195916.0,TRIMURTI CIRCLE,7,804.0,13.3999999732,120.0,64.0,77.3999999732,0.3875968993590129,0.5,0.1937984496795064,8516.206158603505,MALVIYA NAGAR,46.0,238,0.4497751132354363,0.6435735629149427,8516.206158603505,B,2,2B
"POLYGON ((75.75907537761891 26.877376359286252, 75.75955487765718 26.87271642702077, 75.76458747029733 26.870808898481087, 75.76914096931291 26.873560960606007, 75.76866213833686 26.87822093568175, 75.7636291392698 26.88012880585438, 75.75907537761891 26.877376359286252))",POINT (75.76410832097282 26.875468831363072),,4766647378,POINT (575646.4930863604 2973312.5410250826),11209587868.0,GANGA JAMUNA,"7,32",1286.0,21.433333290466667,8.0,8.0,29.433333290466667,1.0192525496158082,1.0,1.0192525496158082,10838.853416214664,CIVIL LINES,23.0,398,1.14358322903568,2.1628357786514885,10838.853416214664,B,3,3B
"POLYGON ((75.823528498871 26.86188561956903, 75.8240033499907 26.857226613152733, 75.82903238823359 26.855317335399533, 75.83358698027949 26.85806672183734, 75.83311279805802 26.86272576994871, 75.82808335487938 26.864635389959275, 75.823528498871 26.86188561956903))",POINT (75.82855788730242 26.859976341816612),,3788568593,POINT (581881.6888168352 2970757.4701157496),3787492069.0,APEX CIRCLE,AC7,823.0,13.716666639233331,8.0,8.0,21.71666663923333,1.3814274768026322,1.0,1.3814274768026322,3443.7014426456594,BAGRU ANSIK,35.0,27,0.2058083699293876,1.5872358467320198,3443.7014426456594,A,3,3A
"POLYGON ((75.87160952565335 26.816752966142584, 75.87208067345185 26.812096579376558, 75.87710453412616 26.810186931084925, 75.8816576504069 26.81293332697612, 75.88118717071079 26.817589754628774, 75.87616290661876 26.819499745535673, 75.87160952565335 26.816752966142584))",POINT (75.87663373577251 26.814843317380063),,10009022117,POINT (586225.4798803068 2968562.308177342),4750678132.0,KUNDAN PURA,AC7,3534.0,58.8999998822,10.0,9.0,67.8999998822,0.4418262157886174,0.5,0.2209131078943087,2161.559325661986,BAGRU ANSIK,34.0,90,0.1045539035490025,0.3254670114433112,2161.559325661986,A,1,1A
"POLYGON ((75.81088620189205 26.93837707666604, 75.81136248710311 26.933713691056806, 75.81639774525891 26.931802731595052, 75.82095712430907 26.934554815410124, 75.82048150949848 26.939218242884017, 75.81544584522415 26.9411295447103, 75.81088620189205 26.93837707666604))",POINT (75.81592181110942 26.936466117355252),,3045589119,POINT (580261.2346935718 2978608.5091564916),316943890.0,CHANDPOLE,"1,1A,15,AC8,9A,24,26",1749.0,29.1499999417,15.0,11.5,40.6499999417,0.7380073811322467,0.5,0.3690036905661233,26044.658321119827,HAWA MAHAL,67.0,296,0.9687836397577868,1.33778733032391,21472.84309253016,B,3,3B
"POLYGON ((75.77176640727642 26.800943636267508, 75.7722444675443 26.796288090055544, 75.77727084913707 26.794382239455903, 75.781819575693 26.797131593574328, 75.78134218299039 26.801787182424746, 75.77631539615342 26.803693374550313, 75.77176640727642 26.800943636267508))",POINT (75.77679313871158 26.799037786133237),,4737465889,POINT (576565.7026265336 2964261.7009327146),1722765209.0,MUHANA MANDHI MOD,28,933.0,15.5499999689,11.0,9.5,25.0499999689,1.1976047919060084,0.5,0.5988023959530042,4858.185723197913,SANGANER,31.0,235,0.1437125751267094,0.7425149710797136,4858.185723197913,B,2,2B
"POLYGON ((75.89315478763184 26.938510626682163, 75.89362527427706 26.933847290216587, 75.8986574762436 26.931933544611358, 75.90321959600219 26.934682792281684, 75.90274977994099 26.939346169173167, 75.89771717352437 26.94126025800054, 75.89315478763184 26.938510626682163))",POINT (75.8981873401941 26.936596880449617),,8582204225,POINT (587235.9893935048 2981263.236543042),1007350438.0,JAISINGHPURA KHOR,34,2700.0,44.99999991,15.0,11.5,56.49999991,0.530973452173232,0.5,0.265486726086616,3711.075770218748,HAWA MAHAL,76.0,189,0.1738458570053224,0.4393325830919384,3711.075770218748,A,1,1A
"POLYGON ((75.7509290089768 26.862552263656696, 75.75140897638727 26.85789317490346, 75.75644075619662 26.855986329432405, 75.7609929749938 26.85873823124523, 75.76051367633059 26.863397362960562, 75.75548149010969 26.865304549933043, 75.7509290089768 26.862552263656696))",POINT (75.75596113939022 26.86064541887313),,3779215954,POINT (575009.0235330012 2971290.332727021),3779262229.0,ARAWALI PATH,23,610.0,10.166666646333333,15.0,11.5,21.666666646333333,1.384615385914793,0.5,0.6923076929573965,4127.213848731749,SANGANER,29.0,204,0.2107234843593661,0.9030311773167626,4127.213848731749,A,2,2A
"POLYGON ((75.77371141453149 26.970410612375343, 75.77419054936647 26.965745378298486, 75.7792295985973 26.963834798152998, 75.78378992024142 26.966589110041323, 75.78331145636471 26.97125438661179, 75.7782719998724 26.97316530883245, 75.77371141453149 26.970410612375343))",POINT (75.77875081537042 26.96850003274597),,2692620705,POINT (576662.5144575245 2983013.4445145205),8637790651.0,ALKA CINEMA,"9A,1,1A,15",894.0,14.8999999702,8.0,8.0,22.8999999702,1.3100436698270437,1.0,1.3100436698270437,4349.745063944651,,,113,0.2517130475959104,1.561756717422954,4349.745063944651,A,3,3A
"POLYGON ((75.75859117512044 26.97614197619646, 75.75907141732786 26.971476407194437, 75.76411145868633 26.96956618288194, 75.76867166546188 26.97232118566912, 75.76819209429298 26.97698679742558, 75.76315164529673 26.978897363672537, 75.75859117512044 26.97614197619646))",POINT (75.76363156823255 26.974231752545776),,3782872221,POINT (576013.996703289 2983373.2604403333),2414234361.0,MURLIPURA,9A,719.0,11.983333309366666,20.0,14.0,25.983333309366664,1.1545862743170592,0.5,0.5772931371585296,4349.745063944651,,,44,0.1836734697371095,0.7609666068956391,4349.745063944651,A,2,2A
"POLYGON ((75.81925184499042 26.903828686810325, 75.81972729503777 26.89916727897157, 75.82475964414722 26.897256988271398, 75.82931694872643 26.900007763097904, 75.82884216840655 26.90466921267826, 75.823809413767 26.906579845722593, 75.81925184499042 26.903828686810325))",POINT (75.82428454475186 26.901918396168075),,317194507,POINT (582134.1060351927 2975253.891230592),316944100.0,RAJA PARK ,7,806.0,13.433333306466666,11.0,9.5,22.933333306466665,1.3081395364162218,0.5,0.6540697682081109,21327.618041559464,ADARSH NAGAR,50.0,128,0.5767382259039832,1.230807994112094,21327.618041559464,B,3,3B
"POLYGON ((75.78761521719434 26.92927647868203, 75.78809307776633 26.92461359801265, 75.79312851555427 26.922703676661754, 75.79768649923673 26.92545629391925, 75.79720930883045 26.93011921686624, 75.79217346456282 26.932029480310216, 75.78761521719434 26.92927647868203))",POINT (75.79265100607982 26.927366557698715),,4733958967,POINT (578620.9123923855 2978572.214643145),4780270077.0,COLLECTORATE,6A,97.0,1.616666663433333,16.0,12.0,13.616666663433334,2.2031823750641584,0.5,1.1015911875320792,10615.558104707745,CIVIL LINES,17.0,216,0.8737864091073617,1.975377596639441,10615.558104707745,B,3,3B
"POLYGON ((75.86044926507131 26.87922143019334, 75.86092163878236 26.874561457111266, 75.86595060538329 26.87265045491667, 75.87050760265784 26.875399083140028, 75.87003589827296 26.88005909726071, 75.8650065272745 26.881970442151502, 75.86044926507131 26.87922143019334))",POINT (75.86547858183324 26.877310427657505),,8631741282,POINT (587178.9510524382 2973599.4849131075),4746885061.0,MACHCH KI PIPALI,27A,1763.0,29.383333274566667,35.0,21.5,50.88333327456667,0.5895840164031685,0.5,0.2947920082015842,3443.7014426456594,BAGRU ANSIK,35.0,504,0.2084298290180531,0.5032218372196373,3443.7014426456594,A,1,1A
"POLYGON ((75.88653363099624 26.860346138124303, 75.88700403478632 26.8556872642905, 75.89203061107165 26.853775905304378, 75.89658718719502 26.856523077276254, 75.89611745241034 26.861181991706147, 75.89109047248408 26.86309369360016, 75.88653363099624 26.860346138124303))",POINT (75.89156055709708 26.858434778543263),,8631766095,POINT (588588.3506244372 2972005.478080185),4744367845.0,LUNIYAWAS,27A,1171.0,19.51666662763333,15.0,11.5,31.01666662763333,0.9672219249141504,0.5,0.4836109624570752,2161.559325661986,BAGRU ANSIK,34.0,168,0.1540041070715397,0.6376150695286149,2161.559325661986,A,2,2A
"POLYGON ((75.8524544764106 26.815077439354162, 75.85292696030123 26.810421134864384, 75.85795140849578 26.808512177370044, 75.86250377657191 26.81125918198661, 75.86203196070855 26.81591552769832, 75.85700710872888 26.81782482760362, 75.8524544764106 26.815077439354162))",POINT (75.85747927414091 26.813168481569054),,11578883443,POINT (583137.95029687 2965321.5405066554),3778163400.0,NRI,3,3434.0,57.23333321886666,10.0,9.0,66.23333321886666,0.4529441376725768,0.5,0.2264720688362884,2161.559325661986,BAGRU ANSIK,34.0,230,0.1223324727118772,0.3488045415481656,2161.559325661986,A,1,1A
"POLYGON ((75.76411145868633 26.96956618288194, 75.76459126444067 26.964900991467214, 75.76963060606445 26.962990760145445, 75.77419054936647 26.965745378298486, 75.77371141453149 26.970410612375343, 75.76867166546188 26.97232118566912, 75.76411145868633 26.96956618288194))",POINT (75.76915115196348 26.96765595216691),,3782945360,POINT (576662.5144575245 2983013.4445145205),8637790651.0,ALKA CINEMA,"9A,1,1A,15",557.0,9.283333314766669,16.0,12.0,21.283333314766665,1.409553642576541,0.5,0.7047768212882705,4349.745063944651,,,131,0.2119642020014736,0.9167410232897442,4349.745063944651,A,2,2A
"POLYGON ((75.8522816430402 26.864404116103103, 75.85275448735119 26.859744985105287, 75.85778264517735 26.8578346681058, 75.86233836306364 26.860583139571563, 75.86186618776469 26.86524231176074, 75.8568376255545 26.86715297132489, 75.8522816430402 26.864404116103103))",POINT (75.85731015091864 26.862493798833743),,3788560115,POINT (587178.9510524382 2973599.4849131075),4746885061.0,MACHCH KI PIPALI,27A,3663.0,61.0499998779,20.0,14.0,75.0499998779,0.3997335116430041,0.5,0.199866755821502,2161.559325661986,BAGRU ANSIK,34.0,353,0.1675353688979119,0.367402124719414,2161.559325661986,A,1,1A
"POLYGON ((75.83150153380599 26.92606914649496, 75.83197627851182 26.9214064765685, 75.8370098442328 26.91949515863866, 75.84156907078618 26.922246168126026, 75.84109499628033 26.926908879564987, 75.83606102500809 26.928820540036188, 75.83150153380599 26.92606914649496))",POINT (75.83653545034274 26.924157828516044),,8637929256,POINT (582938.6804603685 2977991.081703344),2688139238.0,RAMGANJ CHOPAD,1,438.0,7.299999985399999,15.0,11.5,18.7999999854,1.5957446820903125,0.5,0.7978723410451563,53505.21789304625,KISHAN POLE,56.0,463,1.0215664033026652,1.8194387443478213,21472.84309253016,B,3,3B
"POLYGON ((75.73701567358204 26.903649928487003, 75.73749691586201 26.898988482383167, 75.74253230008436 26.897080977957692, 75.74708684920549 26.899834578184315, 75.74660627646219 26.904496067466756, 75.74157048504777 26.906403913376035, 75.73701567358204 26.903649928487003))",POINT (75.74205140891756 26.901742424897677),,3659485314,POINT (573840.2258167132 2976858.872763554),8669449196.0,AMARPALI CIRCLE,14,1264.0,21.066666624533333,8.0,8.0,29.066666624533333,1.0321100932392056,1.0,1.0321100932392056,7040.169507426792,JHOTWARA ANSIK,13.0,256,0.2107234843593661,1.2428335775985715,7040.169507426792,B,3,3B
"POLYGON ((75.78618123355577 26.943266718757247, 75.78665929510309 26.93860303909427, 75.7916958386662 26.936692781685117, 75.79625472734755 26.93944586184947, 75.7957773362429 26.944109583805854, 75.79074038600109 26.94602018333658, 75.78618123355577 26.943266718757247))",POINT (75.79121812837141 26.94135646173494),,4786257953,POINT (578211.1844035231 2979873.4037647196),316943897.0,PANI PACH,"1A,1,AC2,6A,15,24",503.0,8.383333316566667,11.0,9.5,17.883333316566667,1.6775396101468825,0.5,0.8387698050734412,26752.89285643967,CIVIL LINES,15.0,354,0.4683840757612155,1.3071538808346568,21472.84309253016,B,3,3B
"POLYGON ((75.77153411876822 26.850265088256588, 75.77201254767233 26.84560671467016, 75.77704264169674 26.843699511762427, 75.78159471265016 26.846450340794735, 75.78111695229505 26.85110875699155, 75.77608645242434 26.853016301577718, 75.77153411876822 26.850265088256588))",POINT (75.77656456315235 26.84835788583642),,8637613301,POINT (577255.7389640223 2969327.2727414584),3077970034.0,SHIPRA PATH,"9A,34",673.0,11.216666644233332,8.0,8.0,19.21666664423333,1.5611448413714664,1.0,1.5611448413714664,13737.891830348208,SANGANER,26.0,158,0.3378378384526418,1.8989826798241085,13737.891830348208,B,3,3B
"POLYGON ((75.75187481080484 26.94730733345896, 75.75235531961543 26.942643403814778, 75.75739343894789 26.94073419801487, 75.76195145687919 26.94348858011632, 75.76147161851365 26.948152552651187, 75.75643309175848 26.95006210022601, 75.75187481080484 26.94730733345896))",POINT (75.75691328162556 26.945398128372563),,4720323896,POINT (574560.2982359957 2980347.8728271555),4586677182.0,CHUNGI NAKA DELHI ROAD,"AC2,24",815.0,13.583333306166669,15.0,11.5,25.083333306166665,1.196013290331895,0.5,0.5980066451659475,4349.745063944651,,,452,0.2805049093549502,0.8785115545208977,4349.745063944651,A,2,2A
"POLYGON ((75.84251702050635 26.912921544786446, 75.84299089574846 26.90825963296552, 75.84802306287519 26.90634830527204, 75.85258175991547 26.909098546816477, 75.85210855463447 26.913760499966276, 75.84707598233912 26.91567217027487, 75.84251702050635 26.912921544786446))",POINT (75.84754953824861 26.91101021693448),,3782956372,POINT (583834.8912905324 2976133.991026005),6728974090.0,T.P. NAGAR,"3,1A,14,32",895.0,14.916666636833332,20.0,14.0,28.91666663683333,1.0374639780155968,0.5,0.5187319890077984,2977.263986041662,ADARSH NAGAR,49.0,154,0.5004170150457603,1.019149004053559,2977.263986041662,A,3,3A
"POLYGON ((75.75715004430394 26.990140278667397, 75.75763048862258 26.985473911973077, 75.7626716376333 26.98356335296818, 75.76723275014959 26.986318818727135, 75.7667529771469 26.990985228191953, 75.76171142029865 26.992896129159416, 75.75715004430394 26.990140278667397))",POINT (75.76219154522369 26.988229720343774),,4766820588,POINT (576737.1620324061 2985216.4312754446),4553444985.0,VKI NO. 9,"1,1A,15",1200.0,19.99999996,26.0,17.0,36.99999996,0.8108108116873631,0.5,0.4054054058436815,4349.745063944651,,,290,0.1599857793481836,0.5653911851918652,4349.745063944651,A,1,1A
"POLYGON ((75.74973733293494 26.82719297368594, 75.75021713078486 26.822535909352116, 75.7552462980483 26.820630077470035, 75.7597960734552 26.823380968575496, 75.75931694364378 26.828038075914968, 75.75428737037375 26.82994424917537, 75.74973733293494 26.82719297368594))",POINT (75.75476685043881 26.825287142488065),,11597184628,POINT (576773.7330979183 2966552.613831591),3792276828.0,RAMPURA FATAK,34,2037.0,33.9499999321,8.0,8.0,41.9499999321,0.7151370690955378,1.0,0.7151370690955378,4858.185723197913,SANGANER,31.0,5,0.2107234843593661,0.925860553454904,4858.185723197913,B,2,2B
"POLYGON ((75.87820911082476 26.894877878260317, 75.87868034382925 26.890217022702966, 75.88370982444984 26.888304988334898, 75.88826847627956 26.891053466626218, 75.88779791295309 26.895714362901128, 75.88276802810604 26.897626740199232, 75.87820911082476 26.894877878260317))",POINT (75.88323894166929 26.892965843389295),,4750492113,POINT (587807.317894435 2974368.170802405),5585561544.0,PREM NAGAR,"14,32",917.0,15.283333302766666,20.0,14.0,29.283333302766664,1.0244735355030647,0.5,0.5122367677515324,2977.263986041662,ADARSH NAGAR,49.0,374,0.2055733215398184,0.7178100892913508,2977.263986041662,A,2,2A
"POLYGON ((75.85903174689265 26.893202950590695, 75.8595043191403 26.888542176972745, 75.86453438903823 26.88663083609026, 75.86909229127082 26.88937992613244, 75.86862038862591 26.894040740804137, 75.86358991413279 26.895952424411984, 75.85903174689265 26.893202950590695))",POINT (75.86406216710591 26.89129160938581),,8620239620,POINT (585968.3842670354 2974911.4264080566),8620274760.0,KHANIYA,"14,32",421.0,7.016666652633333,8.0,8.0,15.016666652633331,1.997780246040101,1.0,1.997780246040101,6564.253665162864,ADARSH NAGAR,48.0,340,0.2721088440421429,2.269889090082244,6564.253665162864,B,3,3B
"POLYGON ((75.69720197929524 26.91424425998111, 75.69768610274122 26.909582188894532, 75.70272375400316 26.907675742483107, 75.70727768993112 26.910431026091334, 75.70679423614047 26.915093141045418, 75.70175617675308 26.91699992855581, 75.69720197929524 26.91424425998111))",POINT (75.70223998200449 26.912337814787442),,11621301389,POINT (569643.4933595578 2978255.384474142),3935403223.0,KANAKPURA,AC8,1514.0,25.233333282866667,10.0,9.0,34.23333328286667,0.8763388523142912,0.5,0.4381694261571456,2634.526421058386,JHOTWARA ANSIK,12.0,78,0.2107234843593661,0.6488929105165118,2634.526421058386,A,2,2A
